molecule_chembl_id,canonical_smiles,standard_value,standard_units,pchembl_value,units,value
CHEMBL53404,CC(=O)Nc1cc2ncnc(NCc3ccccc3)c2cn1,100.0,nM,7.00,nM,100.0
CHEMBL54788,Fc1ccc2ncnc(Nc3cccc(Br)c3)c2n1,44.0,nM,7.36,nM,44.0
CHEMBL141705,COCOc1cc(-c2ccccc2)ccc1-c1ccc(C(=O)OCC(C)CC(C)(C)C)cc1,20000.0,nM,,uM,20.0
CHEMBL142420,CC(C)(C)c1cc(O)cc(-c2ccc(C(=O)O)cc2)c1,50000.0,nM,,uM,50.0
CHEMBL142898,COCOc1cc(C(C)(C)C)ccc1-c1ccc(C(=O)OC)cc1,10000.0,nM,,uM,10.0
CHEMBL357695,COCOc1cc(C(C)(C)C)ccc1-c1ccc(C(=O)OCC(C)CC(C)(C)C)cc1,50000.0,nM,,uM,50.0
CHEMBL144921,COCOc1c(-c2ccccc2)cccc1-c1ccc(C(=O)OCC(C)CC(C)(C)C)cc1,10000.0,nM,,uM,10.0
CHEMBL141435,O=C(NCc1ccccc1)c1ccc(-c2cccc(-c3ccccc3)c2O)cc1,5000.0,nM,,uM,5.0
CHEMBL99743,COc1cc2ncnc(N3CCN(C(=O)Nc4ccc([N+](=O)[O-])cc4)CC3)c2cc1OC,100000.0,nM,,uM l-1,100.0
CHEMBL142745,CC(COC(=O)c1ccc(-c2cccc(-c3ccccc3)c2O)cc1)CC(C)(C)C,10000.0,nM,,uM,10.0
CHEMBL104067,COc1cc2ncnc(N3CCN(C(=O)Nc4ccc(C(C)C)cc4)CC3)c2cc1OC,30000.0,nM,,uM l-1,30.0
CHEMBL132466,COc1cc2cc3ncc(C#N)c(Nc4ccc(F)c(Cl)c4)c3cc2cc1OC,18000.0,nM,4.75,uM,18.0
CHEMBL343314,CC(C)(C)c1ccc(-c2ccc(C(=O)O)cc2)c(O)c1,10000.0,nM,,uM,10.0
CHEMBL102346,COc1cc2ncnc(N3CCN(C(=O)Nc4ccc(Oc5ccccc5)cc4)CC3)c2cc1OC,30000.0,nM,,uM l-1,30.0
CHEMBL142200,COCOc1cc(-c2ccccc2)ccc1-c1ccc(C(=O)OC)cc1,5000.0,nM,,uM,5.0
CHEMBL143968,COCOc1cc(-c2ccccc2)ccc1-c1ccc(C(=O)NCc2ccccc2)cc1,1000.0,nM,,uM,1.0
CHEMBL323336,COc1cc2ncnc(N3CCN(C(=O)Nc4ccc(Br)cc4)CC3)c2cc1OC,100000.0,nM,,uM l-1,100.0
CHEMBL347786,CC(C)(C)c1cc(O)cc(-c2ccc(CO)cc2)c1,10000.0,nM,,uM,10.0
CHEMBL143899,O=C(O)c1ccc(-c2cc(O)cc(-c3ccccc3)c2)cc1,10000.0,nM,5.00,uM,10.0
CHEMBL359136,CC(COC(=O)c1ccc(-c2cc(O)cc(C(C)(C)C)c2)cc1)CC(C)(C)C,5000.0,nM,,uM,5.0
CHEMBL142148,O=C(NCc1ccccc1)c1ccc(-c2cc(O)cc(-c3ccccc3)c2)cc1,8000.0,nM,5.10,uM,8.0
CHEMBL141884,CC(COC(=O)c1ccc(-c2cc(O)cc(-c3ccccc3)c2)cc1)CC(C)(C)C,5000.0,nM,,uM,5.0
CHEMBL142335,CC(C)(C)c1ccc(-c2ccc(C(=O)NCc3ccccc3)cc2)c(O)c1,5000.0,nM,,uM,5.0
CHEMBL109372,COc1cc2ncc(C#N)c(Nc3ccc(F)c(Cl)c3)c2cc1OC,5170.0,nM,5.29,uM,5.17
CHEMBL142611,COC(=O)c1ccc(-c2cc(O)cc(C(C)(C)C)c2)cc1,10000.0,nM,,uM,10.0
CHEMBL345019,O=C(NCc1ccccc1)c1ccc(-c2ccc(-c3ccccc3)cc2O)cc1,1000.0,nM,,uM,1.0
CHEMBL142985,COC(=O)c1ccc(-c2cccc(-c3ccccc3)c2O)cc1,20000.0,nM,,uM,20.0
CHEMBL143160,CC(C)(C)c1cc(O)cc(-c2ccc(C(=O)NCc3ccccc3)cc2)c1,5000.0,nM,,uM,5.0
CHEMBL106966,COc1cc2ncnc(N3CCN(C(=O)Nc4ccc(C#N)cc4)CC3)c2cc1OC,100000.0,nM,,uM l-1,100.0
CHEMBL142831,COCOc1cc(-c2ccccc2)ccc1-c1ccc(C(=O)O)cc1,10000.0,nM,5.00,uM,10.0
CHEMBL358092,COC(=O)c1ccc(-c2ccc(-c3ccccc3)cc2O)cc1,14000.0,nM,4.85,uM,14.0
CHEMBL357040,COC(=O)c1ccc(-c2ccc(C(C)(C)C)cc2O)cc1,5000.0,nM,,uM,5.0
CHEMBL142499,COCOc1cc(C(C)(C)C)ccc1-c1ccc(C(=O)NCc2ccccc2)cc1,5000.0,nM,,uM,5.0
CHEMBL332612,Nc1ccc(Nc2[nH]nc3ncnc(Nc4cccc(Cl)c4)c23)cc1,5.0,nM,8.30,uM,0.005
CHEMBL118904,O=[N+]([O-])c1cccc(-c2[nH]nc3ncnc(Nc4cccc(Cl)c4)c23)c1,270.0,nM,6.57,uM,0.27
CHEMBL102301,COc1cc2ncnc(N3CCN(/C(S)=N\Cc4ccc5c(c4)OCO5)CC3)c2cc1OC,100000.0,nM,,uM l-1,100.0
CHEMBL319894,COc1cc2ncnc(N3CCN(/C(S)=N\Cc4ccccc4)CC3)c2cc1OC,100000.0,nM,,uM l-1,100.0
CHEMBL7735,O=C(c1cc2ccccc2[nH]1)c1cc2cc(O)ccc2[nH]1,30000.0,nM,,uM,30.0
CHEMBL7600,COCC(=O)Oc1ccc2[nH]c(C(=O)c3cc4ccccc4[nH]3)cc2c1,30000.0,nM,,uM,30.0
CHEMBL104466,COc1cc2ncc(N[C@H]3CC[C@H](O)CC3)nc2cc1OC,3700.0,nM,5.43,uM,3.7
CHEMBL75208,Cc1[nH]c2ncnc(Nc3cccc(C#N)c3)c2c1C,200.0,nM,6.70,uM,0.2
CHEMBL76444,Cc1[nH]c2ncnc(N(C)c3cccc(Cl)c3)c2c1C,500.0,nM,6.30,uM,0.5
CHEMBL72976,CCOC(=O)c1cccc(Nc2ncnc3[nH]c(C)c(C)c23)c1,100000.0,nM,,uM,100.0
CHEMBL306315,Clc1cccc(Nc2ncnc3[nH]c4ccccc4c23)c1,6.0,nM,8.22,uM,0.006
CHEMBL433305,c1ccc(Nc2ncnc3[nH]c4c(c23)CCCC4)cc1,310.0,nM,6.51,uM,0.31
CHEMBL421686,Cc1[nH]c2ncnc(NCc3ccccc3)c2c1C,1080.0,nM,5.97,uM,1.08
CHEMBL307062,Cc1cccc(Nc2ncnc3[nH]c4c(c23)CCCC4)c1,820.0,nM,6.09,uM,0.82
CHEMBL74645,O=C(O)c1cccc(Nc2ncnc3[nH]c4c(c23)CCCC4)c1,25700.0,nM,4.59,uM,25.7
CHEMBL73402,Cc1nc(Nc2cccc(Cl)c2)c2c(C)c(C)[nH]c2n1,100000.0,nM,,uM,100.0
CHEMBL74778,Cc1[nH]c2ncnc(Nc3cccc(O)c3)c2c1C,1250.0,nM,5.90,uM,1.25
CHEMBL307209,Clc1cccc(Nc2ncnc3[nH]c(-c4ccccc4)c(-c4ccccc4)c23)c1,96.0,nM,7.02,uM,0.096
CHEMBL73406,Cc1[nH]c2ncnc(Nc3cc(Cl)cc(Cl)c3)c2c1C,170.0,nM,6.77,uM,0.17
CHEMBL72393,Brc1cccc(Nc2ncnc3[nH]c4c(c23)CCCC4)c1,46.0,nM,7.34,uM,0.046
CHEMBL307599,Cc1ccc(Nc2ncnc3[nH]c(C)c(C)c23)cc1,2100.0,nM,5.68,uM,2.1
CHEMBL440873,FC(F)(F)c1cccc(Nc2ncnc3[nH]c4c(c23)CCCC4)c1,360.0,nM,6.44,uM,0.36
CHEMBL308593,Cc1[nH]c2ncnc(Nc3cccc(Cl)c3)c2c1-c1ccccc1,230.0,nM,6.64,uM,0.23
CHEMBL4106341,Cc1[nH]c2ncnc(NC3CCCCC3)c2c1C,6920.0,nM,5.16,uM,6.92
CHEMBL74481,Cc1ccc(Nc2ncnc3[nH]c4c(c23)CCCC4)cc1,110.0,nM,6.96,uM,0.11
CHEMBL75177,Clc1cccc(Nc2ncnc3[nH]c4c(c23)CCCC4)c1,29.0,nM,7.54,uM,0.029
CHEMBL306029,Cc1[nH]c2ncnc(Nc3cccc(C(F)(F)F)c3)c2c1C,1900.0,nM,5.72,uM,1.9
CHEMBL431191,COc1cccc(Nc2ncnc3[nH]c4c(c23)CCCC4)c1,860.0,nM,6.07,uM,0.86
CHEMBL73301,COc1cccc(Nc2ncnc3[nH]c(C)c(C)c23)c1,1200.0,nM,5.92,uM,1.2
CHEMBL73710,Cc1[nH]c2ncnc(Nc3ccc(F)cc3)c2c1C,560.0,nM,6.25,uM,0.56
CHEMBL73625,Cc1[nH]c2ncnc(Nc3ccccc3Cl)c2c1C,75100.0,nM,4.12,uM,75.1
CHEMBL310923,CCc1ccccc1Nc1ncnc2[nH]c(C)c(C)c12,100000.0,nM,,uM,100.0
CHEMBL72322,Oc1cccc(Nc2ncnc3[nH]c4c(c23)CCCC4)c1,420.0,nM,6.38,uM,0.42
CHEMBL431001,Cc1[nH]c2ncnc(Nc3cccc(C(=O)O)c3)c2c1C,16300.0,nM,4.79,uM,16.3
CHEMBL75049,Cc1[nH]c2ncnc(Nc3ccccc3)c2c1C,1900.0,nM,5.72,uM,1.9
CHEMBL306081,Cc1[nH]c2ncnc(Nc3cccc(Cl)c3)c2c1C,27.0,nM,7.57,uM,0.027
CHEMBL309937,CCc1ccc(Nc2ncnc3[nH]c(C)c(C)c23)cc1,77500.0,nM,4.11,uM,77.5
CHEMBL72984,CCc1ccc(Nc2ncnc3[nH]c4c(c23)CCCC4)cc1,50000.0,nM,,uM,50.0
CHEMBL74722,Cc1[nH]c2ncnc(Nc3cccc(Br)c3)c2c1C,25.0,nM,7.60,uM,0.025
CHEMBL76116,Cc1[nH]c2ncnc(Oc3cccc(Cl)c3)c2c1C,2500.0,nM,5.60,uM,2.5
CHEMBL307026,Cc1cccc(Nc2ncnc3[nH]c(C)c(C)c23)c1,570.0,nM,6.24,uM,0.57
CHEMBL72560,Cc1[nH]c2ncnc(Nc3ccc(Cl)cc3)c2c1C,50000.0,nM,,uM,50.0
CHEMBL308582,Cc1[nH]c2ncnc(Nc3cccc(F)c3)c2c1C,550.0,nM,6.26,uM,0.55
CHEMBL311129,Cc1c(-c2ccccc2)[nH]c2ncnc(Nc3cccc(Cl)c3)c12,10.0,nM,8.00,uM,0.01
CHEMBL177688,OCCCNc1cncc(-c2cncc(Nc3cccc(Cl)c3)n2)c1,1360.0,nM,5.87,uM,1.36
CHEMBL177298,CC(C)(Nc1nc(NO)nc(Nc2ccc3ncsc3c2)n1)c1ccccc1,10000.0,nM,,uM,10.0
CHEMBL175862,CC(C)(Nc1nc(O)nc(Nc2ccc3ncsc3c2)n1)c1ccccc1,10000.0,nM,,uM,10.0
CHEMBL176078,CCN(Cc1ccccc1)c1nc(O)nc(Nc2ccc3ncsc3c2)n1,10000.0,nM,,uM,10.0
CHEMBL176019,CC(C)N(Cc1ccccc1)c1nc(O)nc(Nc2ccc3ncsc3c2)n1,10000.0,nM,,uM,10.0
CHEMBL179164,CCOc1cc2ncc(C#N)c(Nc3ccc4c(ccn4S(=O)(=O)c4ccccc4)c3)c2cc1NC(=O)/C=C/CN(C)C,82.0,nM,7.09,uM,0.082
CHEMBL178654,CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C,34.0,nM,7.47,uM,0.034
CHEMBL179726,COc1cc2ncc(C#N)c(Nc3ccc(OCc4ccccc4)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C,24.0,nM,7.62,uM,0.024
CHEMBL424959,COc1cc2ncc(C#N)c(Nc3ccc(OCc4ccccc4)cc3)c2cc1NC(=O)/C=C/CN(C)C,185.0,nM,6.73,uM,0.185
CHEMBL360028,CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4ccc(F)cc4F)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C,110.0,nM,6.96,uM,0.11
CHEMBL179363,CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4cccc(Cl)c4)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C,7.0,nM,8.15,uM,0.007
CHEMBL362232,CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4ccccc4OC)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C,31.0,nM,7.51,uM,0.031
CHEMBL362233,CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4ccc(OCc5ccccc5)cc4)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C,574.0,nM,6.24,uM,0.574
CHEMBL426051,CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4cccs4)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C,277.0,nM,6.56,uM,0.277
CHEMBL179274,CCOc1cc2ncc(C#N)c(Nc3ccc(O[C@@H]4CCc5ccccc54)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C,380.0,nM,6.42,uM,0.38
CHEMBL360754,CCOc1cc2ncc(C#N)c(Nc3ccc(O[C@H]4CCc5ccccc54)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C,400.0,nM,6.40,uM,0.4
CHEMBL427314,CCOc1cc2ncc(C#N)c(Nc3cccc(OCc4ccccc4)c3)c2cc1NC(=O)/C=C/CN(C)C,13000.0,nM,4.89,uM,13.0
CHEMBL175552,CCOc1cc2ncc(C#N)c(Nc3ccc(N(C)Cc4ccccc4)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C,250.0,nM,6.60,uM,0.25
CHEMBL369299,CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4ccccc4)cc3)c2cc1NC(=O)/C=C/CN(C)C,345.0,nM,6.46,uM,0.345
CHEMBL178199,CCOc1cc2ncc(C#N)c(Nc3ccc(OCCc4ccccc4)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C,165.0,nM,6.78,uM,0.165
CHEMBL360780,CCOc1cc2ncc(C#N)c(Nc3cc(Cl)c(OCc4ccccc4)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C,163.0,nM,6.79,uM,0.163
CHEMBL440935,CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4ccccc4)c(C#N)c3)c2cc1NC(=O)/C=C/CN(C)C,768.0,nM,6.12,uM,0.768
CHEMBL179923,CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4ccccc4F)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C,401.0,nM,6.40,uM,0.401
CHEMBL180516,CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4ccc(F)cc4)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C,64.0,nM,7.19,uM,0.064
CHEMBL362618,CCOc1cc2ncc(C#N)c(Nc3cc(Cl)c(OCc4cccc(F)c4)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C,362.0,nM,6.44,uM,0.362
CHEMBL178290,CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4cc(F)cc(F)c4)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C,140.0,nM,6.85,uM,0.14
CHEMBL180415,CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4ccc(Cl)cc4)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C,51.0,nM,7.29,uM,0.051
CHEMBL179527,CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4cccc(C#N)c4)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C,195.0,nM,6.71,uM,0.195
CHEMBL175726,CCCCCOc1ccc(Nc2c(C#N)cnc3cc(OCC)c(NC(=O)/C=C/CN(C)C)cc23)cc1Cl,894.0,nM,6.05,uM,0.894
CHEMBL179659,CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4cccc(C)c4)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C,111.0,nM,6.96,uM,0.111
CHEMBL179123,CCOc1cc2ncc(C#N)c(Nc3ccc(OCC4CCCCC4)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C,285.0,nM,6.54,uM,0.285
CHEMBL180022,CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4ccccn4)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C,92.0,nM,7.04,uM,0.092
CHEMBL179313,CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4cccnc4)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C,341.0,nM,6.47,uM,0.341
CHEMBL176199,CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4ccco4)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C,23.0,nM,7.64,uM,0.023
CHEMBL175513,CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4nc5ccccc5s4)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C,188.0,nM,6.73,uM,0.188
CHEMBL175621,CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4ccnc5ccccc45)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C,238.0,nM,6.62,uM,0.238
CHEMBL359629,CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4cccc5ccccc45)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C,10.0,nM,8.00,uM,0.01
CHEMBL178573,CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4ccc5ccccc5c4)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C,15.0,nM,7.82,uM,0.015
CHEMBL360662,CCOc1cc2ncc(C#N)c(Nc3ccc(O[C@H](C)c4ccccc4)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C,100.0,nM,7.00,uM,0.1
CHEMBL427315,CCOc1cc2ncc(C#N)c(Nc3ccc(O[C@@H](C)c4ccccc4)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C,770.0,nM,6.11,uM,0.77
CHEMBL179577,CCOc1cc2ncc(C#N)c(Nc3ccc(NCc4ccccc4)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C,45.0,nM,7.35,uM,0.045
CHEMBL179766,CCOc1cc2ncc(C#N)c(Nc3ccc(NCc4cccc5ccccc45)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C,34.0,nM,7.47,uM,0.034
CHEMBL179521,COc1cc2ncc(C#N)c(Nc3ccc(NCc4ccccc4)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C,400.0,nM,6.40,uM,0.4
CHEMBL179633,COc1cc2ncc(C#N)c(Nc3ccc(NCc4cccnc4)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C,72.0,nM,7.14,uM,0.072
CHEMBL178096,COc1cc2ncc(C#N)c(Nc3ccc(NCNc4ccccc4)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C,210.0,nM,6.68,uM,0.21
CHEMBL178144,CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4ccccc4)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)CCOC,68.0,nM,7.17,uM,0.068
CHEMBL361343,CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4ccccc4)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)CCO,20.0,nM,7.70,uM,0.02
CHEMBL2112990,CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4ccccc4)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)NC[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,719.0,nM,6.14,uM,0.719
CHEMBL369088,CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4ccccc4)c(Cl)c3)c2cc1NC(=O)/C=C/CN(CC(C)O)CC(C)O,98.0,nM,7.01,uM,0.098
CHEMBL178958,CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4ccccc4)c(Cl)c3)c2cc1NC(=O)/C=C/CN1CCCC1COC,151.0,nM,6.82,uM,0.151
CHEMBL360958,CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4ccccc4)c(Cl)c3)c2cc1NC(=O)/C=C/CN1CCCCC1,31.0,nM,7.51,uM,0.031
CHEMBL362611,CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4ccccc4)c(Cl)c3)c2cc1NC(=O)/C=C/CN1CCC(O)CC1,221.0,nM,6.66,uM,0.221
CHEMBL362824,CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4ccccc4)c(Cl)c3)c2cc1NC(=O)/C=C/CN1CCC(O)(O)CC1,282.0,nM,6.55,uM,0.282
CHEMBL153763,CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4ccccc4)c(Cl)c3)c2cc1NC(=O)/C=C/CN1C(C)CCCC1C,247.0,nM,6.61,uM,0.247
CHEMBL175556,CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4ccccc4)c(Cl)c3)c2cc1NC(=O)/C=C/CN1CCOCC1,20.0,nM,7.70,uM,0.02
CHEMBL175557,CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4ccccc4)c(Cl)c3)c2cc1NC(=O)/C=C/CN1CCSCC1,16.0,nM,7.80,uM,0.016
CHEMBL360933,CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4ccccc4)c(Cl)c3)c2cc1NC(=O)/C=C/CN1CCN(C)CC1,360.0,nM,6.44,uM,0.36
CHEMBL368702,CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4ccccc4)c(Cl)c3)c2cc1NC(=O)/C=C/CN1CCC1,26.0,nM,7.58,uM,0.026
CHEMBL359660,CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4ccccc4)c(Cl)c3)c2cc1NC(=O)/C=C/CN1CC1C(=O)OC,343.0,nM,6.46,uM,0.343
CHEMBL360211,CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4ccccc4)c(Cl)c3)c2cc1NC(=O)/C=C/CN1CCOCCOCCOCC1,321.0,nM,6.49,uM,0.321
CHEMBL178312,CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4ccccc4)c(Cl)c3)c2cc1NC(=O)/C=C/CN1CCCC1,78.0,nM,7.11,uM,0.078
CHEMBL359630,CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4ccccc4)c(Cl)c3)c2cc1NC(=O)/C=C/Cc1c[nH]cn1,24.0,nM,7.62,uM,0.024
CHEMBL367792,CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4ccccc4)c(Cl)c3)c2cc1NC(=O)/C=C/c1cccc2cccnc12,990.0,nM,6.00,uM,0.99
CHEMBL359705,CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4ccccc4)c(Cl)c3)c2cc1NC(=O)/C=C/c1ccccc1N(C)C,1569.0,nM,5.80,uM,1.569
CHEMBL368234,CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4ccccc4)c(Cl)c3)c2cc1NC(=O)/C=C/c1cn(C)cn1,255.0,nM,6.59,uM,0.255
CHEMBL179969,C=CS(=O)(=O)Nc1cc2c(Nc3ccc(OCc4ccccc4)c(Cl)c3)c(C#N)cnc2cc1OCC,45.0,nM,7.35,uM,0.045
CHEMBL175492,C=C(CN(C)C)C(=O)Nc1cc2c(Nc3ccc(OCc4ccccc4)c(Cl)c3)c(C#N)cnc2cc1OCC,223.0,nM,6.65,uM,0.223
CHEMBL179607,C=C(CN1CCOCC1)C(=O)Nc1cc2c(Nc3ccc(OCc4ccccc4)c(Cl)c3)c(C#N)cnc2cc1OCC,75.0,nM,7.12,uM,0.075
CHEMBL367754,C=C(CNc1cc2c(Nc3ccc(OCc4ccccc4)c(Cl)c3)c(C#N)cnc2cc1OCC)C(=O)O,1191.0,nM,5.92,uM,1.191
CHEMBL360519,CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4ccccc4Cl)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C,11.0,nM,7.96,uM,0.011
CHEMBL179052,CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4ccccc4)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C(C)C)C(C)C,30.0,nM,7.52,uM,0.03
CHEMBL179458,COc1cc2ncc(C#N)c(Nc3ccc(-n4ccnc4)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C,770.0,nM,6.11,uM,0.77
CHEMBL178265,CCOc1cc2ncc(C#N)c(Nc3ccc(Oc4ccncc4)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C,650.0,nM,6.19,uM,0.65
CHEMBL180175,COc1cc2ncc(C#N)c(Nc3ccc(Sc4nccn4C)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C,41.0,nM,7.39,uM,0.041
CHEMBL179572,COc1cc2ncc(C#N)c(Nc3ccc(Sc4nccs4)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C,42.0,nM,7.38,uM,0.042
CHEMBL179074,CCOc1cc2ncc(C#N)c(Nc3ccc(Cn4ccnc4)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C,519.0,nM,6.29,uM,0.519
CHEMBL178922,CCOc1cc2ncc(C#N)c(Nc3ccc(N4CCOCC4)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C,12700.0,nM,4.90,uM,12.7
CHEMBL434720,CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4ccccc4)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C,53.0,nM,7.28,uM,0.053
CHEMBL175933,COc1cc2ncc(C#N)c(Nc3ccc(Sc4ncccn4)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C,403.0,nM,6.39,uM,0.403
CHEMBL175558,COc1cc2ncc(C#N)c(Nc3ccc(Sc4ncc(-c5ccccc5)s4)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C,32.0,nM,7.50,uM,0.032
CHEMBL367492,CCOc1cc2ncc(C#N)c(Nc3ccc(Sc4nc(-c5ccccc5)cs4)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C,125.0,nM,6.90,uM,0.125
CHEMBL360979,COc1cc2ncc(C#N)c(Nc3ccc(Cc4nc(-c5ccccc5)cs4)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C,214.0,nM,6.67,uM,0.214
CHEMBL175840,CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4nccn4C)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C,500.0,nM,6.30,uM,0.5
CHEMBL180018,CCOc1cc2ncc(C#N)c(Nc3ccc(Oc4ccccc4)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C,445.0,nM,6.35,uM,0.445
CHEMBL179652,CCOc1cc2ncc(C#N)c(Nc3ccc4c(ccn4Cc4ccccc4)c3)c2cc1NC(=O)/C=C/CN(C)C,100.0,nM,7.00,uM,0.1
CHEMBL180227,COc1cc2ncc(C#N)c(Nc3ccc4c(cnn4Cc4ccccc4)c3)c2cc1NC(=O)/C=C/CN(C)C,130.0,nM,6.89,uM,0.13
CHEMBL179310,CCOc1cc2ncc(C#N)c(Nc3ccc4c(c3)CCN4Cc3ccccc3)c2cc1NC(=O)/C=C/CN(C)C,340.0,nM,6.47,uM,0.34
CHEMBL178455,COc1cc2nccc(Oc3ccc(NC(=O)Nc4ccc(F)cc4F)c(F)c3)c2cc1OC,10000.0,nM,,nM,10000.0
CHEMBL181275,Fc1ccc(Nc2ncnc3nn4ccccc4c23)cc1Cl,200.0,nM,6.70,uM,0.2
CHEMBL182254,Fc1cccc(COc2ccc(Nc3ncnc4nn5ccccc5c34)cc2Cl)c1,32.0,nM,7.50,uM,0.032
CHEMBL181742,Clc1cc(Nc2ncnc3nn4ccccc4c23)ccc1OCc1ccccc1,50.0,nM,7.30,uM,0.05
CHEMBL368891,Nc1ncnc2nn3ccccc3c12,10000.0,nM,,uM,10.0
